Country,Market,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Product Name,,
United States,US,FUR-BO-10004467,Furniture,Bookcases,67.9932,1,-12.9987,Bestar Classic Bookcase,,
United States,US,OFF-LA-10003510,Office Supplies,Labels,24.424,1,7.9378,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,
United States,US,TEC-PH-10004908,Technology,Phones,67.992,1,8.499,Panasonic KX TS3282W Corded phone,,
United States,US,OFF-ST-10001490,Office Supplies,Storage,142.776,1,17.847,"Hot File 7-Pocket, Floor Stand",,
United States,US,FUR-TA-10004152,Furniture,Tables,70.56,1,-4.032,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",,
United States,US,FUR-FU-10001185,Furniture,Furnishings,30.93,1,12.6813,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",,
United States,US,TEC-AC-10000736,Technology,Accessories,79.99,1,28.7964,Logitech G600 MMO Gaming Mouse,,
United States,US,OFF-BI-10003656,Office Supplies,Binders,169.99,1,78.1954,Fellowes PB200 Plastic Comb Binding Machine,,
United States,US,TEC-PH-10002789,Technology,Phones,124.792,1,10.9193,LG Exalt,,
United States,US,FUR-CH-10000225,Furniture,Chairs,56.686,1,-20.245,"Global Geo Office Task Chair, Gray",,
United States,US,FUR-TA-10004767,Furniture,Tables,70.98,1,20.5842,Safco Drafting Table,,
United States,US,TEC-PH-10001079,Technology,Phones,118.99,1,33.3172,Polycom SoundPoint Pro SE-225 Corded phone,,
United States,US,OFF-ST-10001837,Office Supplies,Storage,42.76,1,11.1176,"SAFCO Mobile Desk Side File, Wire Frame",,
United States,US,OFF-AP-10001242,Office Supplies,Appliances,80.48,1,24.144,APC 7 Outlet Network SurgeArrest Surge Protector,,
United States,US,OFF-BI-10001153,Office Supplies,Binders,34.54,1,17.27,Ibico Recycled Grain-Textured Covers,,
United States,US,OFF-ST-10001272,Office Supplies,Storage,104.696,1,6.5435,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",,
United States,US,TEC-PH-10000441,Technology,Phones,100.792,1,10.0792,VTech DS6151,,
United States,US,OFF-ST-10004123,Office Supplies,Storage,72.784,1,-18.196,Safco Industrial Wire Shelving System,,
United States,US,TEC-PH-10002085,Technology,Phones,65.99,1,17.1574,Clarity 53712,,
United States,US,FUR-TA-10004607,Furniture,Tables,73.915,1,-45.8273,Hon 2111 Invitation Series Straight Table,,
United States,US,OFF-ST-10004340,Office Supplies,Storage,62.18,1,16.7886,"Fellowes Mobile File Cart, Black",,
United States,US,OFF-AP-10003779,Office Supplies,Appliances,186.732,1,41.496,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,,
United States,US,FUR-CH-10003817,Furniture,Chairs,60.74,1,15.185,"Global Value Steno Chair, Gray",,
United States,US,TEC-PH-10001448,Technology,Phones,39.992,1,-7.9984,Anker Astro 15000mAh USB Portable Charger,,
United States,US,OFF-AP-10001005,Office Supplies,Appliances,62.92,1,10.2245,Honeywell Quietcare HEPA Air Cleaner,,
United States,US,OFF-PA-10004071,Office Supplies,Paper,55.48,1,26.6304,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,
United States,US,OFF-PA-10002319,Office Supplies,Paper,31.008,1,11.2404,Xerox 1944,,
United States,US,TEC-PH-10001924,Technology,Phones,55.992,1,3.4995,iHome FM Clock Radio with Lightning Dock,,
United States,US,OFF-PA-10004327,Office Supplies,Paper,47.9,1,22.992,Xerox 1911,,
United States,US,FUR-CH-10002880,Furniture,Chairs,98.392,1,-11.0691,"Global High-Back Leather Tilter, Burgundy",,
United States,US,TEC-AC-10000736,Technology,Accessories,79.99,1,28.7964,Logitech G600 MMO Gaming Mouse,,
United States,US,OFF-PA-10002254,Office Supplies,Paper,26.38,1,12.1348,Xerox 1883,,
United States,US,TEC-AC-10002800,Technology,Accessories,39.992,1,7.4985,Plantronics Audio 478 Stereo USB Headset,,
United States,US,TEC-PH-10001809,Technology,Phones,119.96,1,7.4975,Panasonic KX T7736-B Digital phone,,
United States,US,TEC-AC-10000892,Technology,Accessories,72,1,14.4,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,,
United States,US,FUR-TA-10003469,Furniture,Tables,69.375,1,-47.175,Balt Split Level Computer Training Table,,
United States,US,TEC-PH-10000439,Technology,Phones,39.99,1,11.5971,GE DSL Phone Line Filter,,
United States,US,OFF-ST-10003306,Office Supplies,Storage,114.288,1,12.8574,Letter Size Cart,,
United States,US,TEC-AC-10001539,Technology,Accessories,79.99,1,28.7964,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,,
United States,US,TEC-AC-10004864,Technology,Accessories,36.51,1,15.6993,Memorex Micro Travel Drive 32 GB,,
United States,US,OFF-AP-10002534,Office Supplies,Appliances,58.924,1,-153.2024,3.6 Cubic Foot Counter Height Office Refrigerator,,
United States,US,OFF-AP-10002403,Office Supplies,Appliances,35.208,1,2.6406,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,,
United States,US,OFF-PA-10004071,Office Supplies,Paper,55.48,1,26.6304,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,
United States,US,OFF-AR-10001955,Office Supplies,Art,15.872,1,1.984,Newell 319,,
United States,US,OFF-AP-10003849,Office Supplies,Appliances,286.256,1,17.891,Hoover Shoulder Vac Commercial Portable Vacuum,,
United States,US,OFF-BI-10003656,Office Supplies,Binders,50.997,1,-40.7976,Fellowes PB200 Plastic Comb Binding Machine,,
United States,US,OFF-BI-10000632,Office Supplies,Binders,43.41,1,19.9686,Satellite Sectional Post Binders,,
United States,US,FUR-CH-10002372,Furniture,Chairs,56.686,1,-14.5764,Office Star - Ergonomically Designed Knee Chair,,
United States,US,TEC-PH-10004042,Technology,Phones,158.99,1,41.3374,ClearOne Communications CHAT 70 OC Speaker Phone,,
United States,US,OFF-AP-10000159,Office Supplies,Appliances,34.384,1,3.8682,Belkin F9M820V08 8 Outlet Surge,,
United States,US,FUR-FU-10000087,Furniture,Furnishings,18.176,1,4.7712,"Executive Impressions 14"" Two-Color Numerals Wall Clock",,
United States,US,TEC-AC-10001606,Technology,Accessories,99.99,1,37.9962,Logitech Wireless Performance Mouse MX for PC and Mac,,
United States,US,TEC-AC-10002942,Technology,Accessories,55.2,1,-2.07,WD My Passport Ultra 1TB Portable External Hard Drive,,
United States,US,FUR-CH-10002017,Furniture,Chairs,26.64,1,7.4592,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,,
United States,US,TEC-AC-10003198,Technology,Accessories,99.6,1,36.852,Enermax Acrylux Wireless Keyboard,,
United States,US,TEC-AC-10001114,Technology,Accessories,31.992,1,4.7988,Microsoft Wireless Mobile Mouse 4000,,
United States,US,OFF-PA-10001970,Office Supplies,Paper,55.98,1,27.4302,Xerox 1908,,
United States,US,TEC-MA-10000029,Technology,Machines,69.99,1,30.0957,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",,
United States,US,OFF-PA-10002923,Office Supplies,Paper,48.94,1,24.47,Xerox 1942,,
United States,US,OFF-ST-10000736,Office Supplies,Storage,80.98,1,3.2392,Carina Double Wide Media Storage Towers in Natural & Black,,
United States,US,TEC-PH-10003811,Technology,Phones,95.992,1,9.5992,Jabra Supreme Plus Driver Edition Headset,,
United States,US,OFF-ST-10001522,Office Supplies,Storage,91.99,1,3.6796,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",,
United States,US,OFF-PA-10000474,Office Supplies,Paper,28.352,1,9.5688,Staples,,
United States,US,TEC-AC-10003441,Technology,Accessories,16.95,1,1.017,Kingston Digital DataTraveler 32GB USB 2.0,,
United States,US,FUR-FU-10000747,Furniture,Furnishings,45.98,1,7.8166,Tenex B1-RE Series Chair Mats for Low Pile Carpets,,
United States,US,FUR-BO-10004709,Furniture,Bookcases,46.384,1,1.1596,"Bush Westfield Collection Bookcases, Medium Cherry Finish",,
United States,US,OFF-PA-10000483,Office Supplies,Paper,24.784,1,7.745,Xerox 19,,
United States,US,FUR-TA-10001039,Furniture,Tables,85.98,1,22.3548,KI Adjustable-Height Table,,
United States,US,OFF-PA-10000157,Office Supplies,Paper,19.98,1,9.3906,Xerox 191,,
United States,US,OFF-PA-10000474,Office Supplies,Paper,35.44,1,16.6568,Staples,,
United States,US,OFF-PA-10001994,Office Supplies,Paper,22.48,1,10.3408,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",,
United States,US,OFF-ST-10003123,Office Supplies,Storage,33.29,1,7.9896,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,,
United States,US,OFF-PA-10001878,Office Supplies,Paper,48.91,1,22.9877,Xerox 1891,,
United States,US,TEC-AC-10000682,Technology,Accessories,16.59,1,5.8065,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,,
United States,US,TEC-PH-10003800,Technology,Phones,52.99,1,0.5299,i.Sound Portable Power - 8000 mAh,,
United States,US,OFF-ST-10004950,Office Supplies,Storage,15.51,1,3.8775,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",,
United States,US,OFF-PA-10001033,Office Supplies,Paper,40.99,1,20.0851,Xerox 1893,,
United States,US,OFF-AP-10000390,Office Supplies,Appliances,48.784,1,3.6588,Euro Pro Shark Stick Mini Vacuum,,
United States,US,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,
United States,US,OFF-AP-10000576,Office Supplies,Appliances,39.48,1,11.0544,Belkin 7 Outlet SurgeMaster II,,
United States,US,OFF-AR-10001044,Office Supplies,Art,25.99,1,7.5371,"BOSTON Ranger #55 Pencil Sharpener, Black",,
United States,US,FUR-TA-10004086,Furniture,Tables,51.588,1,-15.4764,KI Adjustable-Height Table,,
United States,US,FUR-TA-10003748,Furniture,Tables,99.592,1,2.4898,Bevis 36 x 72 Conference Tables,,
United States,US,OFF-ST-10003692,Office Supplies,Storage,57.23,1,14.3075,Recycled Steel Personal File for Hanging File Folders,,
United States,US,TEC-PH-10001750,Technology,Phones,52.792,1,4.6193,Samsung Rugby III,,
United States,US,TEC-AC-10002305,Technology,Accessories,18,1,3.24,KeyTronic E03601U1 - Keyboard - Beige,,
United States,US,FUR-FU-10003975,Furniture,Furnishings,43.31,1,4.331,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,
United States,US,TEC-AC-10003023,Technology,Accessories,47.496,1,-1.1874,Logitech G105 Gaming Keyboard,,
United States,US,FUR-CH-10003061,Furniture,Chairs,71.992,1,-0.8999,"Global Leather Task Chair, Black",,
United States,US,FUR-CH-10003956,Furniture,Chairs,70.98,1,4.9686,Novimex High-Tech Fabric Mesh Task Chair,,
United States,US,OFF-ST-10002554,Office Supplies,Storage,39.128,1,-8.8038,Tennsco Industrial Shelving,,
United States,US,TEC-PH-10001615,Technology,Phones,28.99,1,8.4071,AT&T CL82213,,
United States,US,OFF-ST-10000464,Office Supplies,Storage,34.76,1,9.7328,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",,
United States,US,OFF-AP-10003842,Office Supplies,Appliances,30.98,1,8.0548,Euro-Pro Shark Turbo Vacuum,,
United States,US,OFF-PA-10001357,Office Supplies,Paper,47.9,1,22.992,Xerox 1886,,
United States,US,OFF-ST-10002974,Office Supplies,Storage,43.57,1,13.071,"Trav-L-File Heavy-Duty Shuttle II, Black",,
United States,US,TEC-PH-10004093,Technology,Phones,45.99,1,13.3371,Panasonic Kx-TS550,,
United States,US,OFF-EN-10003055,Office Supplies,Envelopes,39.98,1,17.991,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",,
United States,US,TEC-PH-10001433,Technology,Phones,61.542,1,-13.3341,Cisco Small Business SPA 502G VoIP phone,,
United States,US,FUR-FU-10003039,Furniture,Furnishings,43.13,1,14.6642,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",,
United States,US,FUR-FU-10000965,Furniture,Furnishings,51.94,1,21.2954,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,
United States,US,OFF-ST-10003282,Office Supplies,Storage,59.76,1,16.7328,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",,
United States,US,OFF-EN-10000927,Office Supplies,Envelopes,35.89,1,16.1505,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,,
United States,US,OFF-LA-10003510,Office Supplies,Labels,24.424,1,7.9378,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,
United States,US,TEC-AC-10002550,Technology,Accessories,31.95,1,2.2365,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",,
United States,US,OFF-PA-10001033,Office Supplies,Paper,40.99,1,20.0851,Xerox 1893,,
United States,US,FUR-FU-10001602,Furniture,Furnishings,37.93,1,6.8274,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",,
United States,US,FUR-FU-10004053,Furniture,Furnishings,16.192,1,4.6552,DAX Two-Tone Silver Metal Document Frame,,
United States,US,OFF-ST-10003123,Office Supplies,Storage,26.632,1,1.3316,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,,
United States,US,FUR-FU-10004597,Furniture,Furnishings,22.2,1,-26.085,Eldon Cleatmat Chair Mats for Medium Pile Carpets,,
United States,US,FUR-FU-10001215,Furniture,Furnishings,43.13,1,18.1146,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",,
United States,US,OFF-AP-10001303,Office Supplies,Appliances,19.9,1,8.955,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",,
United States,US,FUR-CH-10000422,Furniture,Chairs,90.99,1,14.5584,Global Highback Leather Tilter in Burgundy,,
United States,US,OFF-AP-10002311,Office Supplies,Appliances,61.929,1,23.3954,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",,
United States,US,OFF-PA-10001790,Office Supplies,Paper,38.432,1,13.4512,Xerox 1910,,
United States,US,TEC-PH-10003092,Technology,Phones,36.792,1,4.1391,Motorola L804,,
United States,US,FUR-FU-10004090,Furniture,Furnishings,22.23,1,7.3359,"Executive Impressions 14"" Contract Wall Clock",,
United States,US,OFF-SU-10004498,Office Supplies,Supplies,12.88,1,0.3864,Martin-Yale Premier Letter Opener,,
United States,US,TEC-PH-10000307,Technology,Phones,10.95,1,0.438,Shocksock Galaxy S4 Armband,,
United States,US,TEC-AC-10002718,Technology,Accessories,11.672,1,-0.7295,Belkin Standard 104 key USB Keyboard,,
United States,US,FUR-FU-10001979,Furniture,Furnishings,32.776,1,3.2776,Dana Halogen Swing-Arm Architect Lamp,,
United States,US,OFF-PA-10000062,Office Supplies,Paper,54.96,1,26.9304,Green Bar Computer Printout Paper,,
United States,US,OFF-BI-10001543,Office Supplies,Binders,28.792,1,10.0772,GBC VeloBinder Manual Binding System,,
United States,US,TEC-PH-10000439,Technology,Phones,39.99,1,11.5971,GE DSL Phone Line Filter,,
United States,US,OFF-BI-10001765,Office Supplies,Binders,6.928,1,-11.0848,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,,
United States,US,TEC-AC-10001908,Technology,Accessories,99.99,1,34.9965,Logitech Wireless Headset h800,,
United States,US,TEC-AC-10002473,Technology,Accessories,22.704,1,5.9598,Maxell 4.7GB DVD-R,,
United States,US,TEC-AC-10001714,Technology,Accessories,39.89,1,14.7593,Logitech MX Performance Wireless Mouse,,
United States,US,OFF-ST-10000736,Office Supplies,Storage,80.98,1,3.2392,Carina Double Wide Media Storage Towers in Natural & Black,,
United States,US,OFF-AR-10003696,Office Supplies,Art,34.58,1,10.0282,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,,
United States,US,OFF-AP-10001205,Office Supplies,Appliances,43.584,1,4.3584,Belkin 5 Outlet SurgeMaster Power Centers,,
United States,US,TEC-AC-10001465,Technology,Accessories,36.32,1,10.896,SanDisk Cruzer 64 GB USB Flash Drive,,
United States,US,OFF-AP-10001205,Office Supplies,Appliances,54.48,1,15.2544,Belkin 5 Outlet SurgeMaster Power Centers,,
United States,US,OFF-BI-10003091,Office Supplies,Binders,67.194,1,-51.5154,GBC DocuBind TL200 Manual Binding Machine,,
United States,US,OFF-BI-10000977,Office Supplies,Binders,30.4,1,13.984,Ibico Plastic Spiral Binding Combs,,
United States,US,OFF-ST-10004946,Office Supplies,Storage,43.28,1,3.246,Desktop 3-Pocket Hot File,,
United States,US,OFF-PA-10001019,Office Supplies,Paper,19.98,1,9.3906,Xerox 1884,,
United States,US,OFF-AR-10004260,Office Supplies,Art,25.98,1,7.2744,Boston 1799 Powerhouse Electric Pencil Sharpener,,
United States,US,FUR-CH-10004754,Furniture,Chairs,29.98,1,8.0946,"Global Stack Chair with Arms, Black",,
United States,US,TEC-PH-10001527,Technology,Phones,42.95,1,1.2885,Plantronics MX500i Earset,,
United States,US,FUR-CH-10003298,Furniture,Chairs,104.784,1,-14.4078,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",,
United States,US,OFF-SU-10004498,Office Supplies,Supplies,10.304,1,-2.1896,Martin-Yale Premier Letter Opener,,
United States,US,FUR-CH-10002961,Furniture,Chairs,63.686,1,-9.098,"Leather Task Chair, Black",,
United States,US,OFF-AR-10003903,Office Supplies,Art,32.776,1,2.4582,Sanford 52201 APSCO Electric Pencil Sharpener,,
United States,US,FUR-FU-10003268,Furniture,Furnishings,31.984,1,0,Eldon Radial Chair Mat for Low to Medium Pile Carpets,,
United States,US,OFF-BI-10004236,Office Supplies,Binders,11.744,1,3.8168,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",,
United States,US,OFF-BI-10001036,Office Supplies,Binders,9.14,1,4.57,Cardinal EasyOpen D-Ring Binders,,
United States,US,FUR-CH-10003396,Furniture,Chairs,61.584,1,-6.9282,Global Deluxe Steno Chair,,
United States,US,TEC-PH-10000576,Technology,Phones,136.99,1,36.9873,AT&T 1080 Corded phone,,
United States,US,OFF-AR-10001683,Office Supplies,Art,7.88,1,1.773,Lumber Crayons,,
United States,US,TEC-AC-10000892,Technology,Accessories,90,1,32.4,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,,
United States,US,OFF-ST-10004963,Office Supplies,Storage,15.14,1,0.6056,Eldon Gobal File Keepers,,
United States,US,FUR-FU-10004864,Furniture,Furnishings,9.656,1,1.5691,Eldon 500 Class Desk Accessories,,
United States,US,OFF-PA-10004039,Office Supplies,Paper,44.784,1,16.2342,Xerox 1882,,
United States,US,OFF-BI-10003694,Office Supplies,Binders,10.44,1,4.8024,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,
United States,US,FUR-FU-10003535,Furniture,Furnishings,27.42,1,11.2422,Howard Miller Distant Time Traveler Alarm Clock,,
United States,US,OFF-PA-10003127,Office Supplies,Paper,26.38,1,12.1348,Staples,,
United States,US,FUR-FU-10002554,Furniture,Furnishings,23.99,1,5.5177,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",,
United States,US,OFF-PA-10003001,Office Supplies,Paper,6.68,1,3.2064,Xerox 1986,,
United States,US,FUR-FU-10000076,Furniture,Furnishings,19.98,1,8.5914,24-Hour Round Wall Clock,,
United States,US,FUR-TA-10001676,Furniture,Tables,35.544,1,-0.8886,Hon 61000 Series Interactive Training Tables,,
United States,US,OFF-BI-10002854,Office Supplies,Binders,22.424,1,8.409,"Performers Binder/Pad Holder, Black",,
United States,US,TEC-AC-10000927,Technology,Accessories,29.99,1,2.999,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,,
United States,US,TEC-PH-10000004,Technology,Phones,11.992,1,0.8994,Belkin iPhone and iPad Lightning Cable,,
United States,US,OFF-PA-10001977,Office Supplies,Paper,55.48,1,26.6304,Xerox 194,,
United States,US,OFF-BI-10000404,Office Supplies,Binders,6.88,1,2.322,Avery Printable Repositionable Plastic Tabs,,
United States,US,TEC-PH-10002923,Technology,Phones,29.592,1,2.5893,"Logitech B530 USB Headset - headset - Full size, Binaural",,
United States,US,TEC-PH-10003171,Technology,Phones,44.95,1,12.586,Plantronics Encore H101 Dual Earpieces Headset,,
United States,US,OFF-AR-10000380,Office Supplies,Art,30.384,1,3.798,"Hunt PowerHouse Electric Pencil Sharpener, Blue",,
United States,US,TEC-PH-10002538,Technology,Phones,37.91,1,10.9939,Grandstream GXP1160 VoIP phone,,
United States,US,FUR-FU-10001095,Furniture,Furnishings,26.48,1,10.0624,DAX Black Cherry Wood-Tone Poster Frame,,
United States,US,OFF-AR-10003696,Office Supplies,Art,34.58,1,10.0282,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,,
United States,US,FUR-FU-10000193,Furniture,Furnishings,25.984,1,-3.8976,Tenex Chairmats For Use with Hard Floors,,
United States,US,TEC-MA-10002930,Technology,Machines,12.585,1,-18.0385,Ricoh - Ink Collector Unit for GX3000 Series Printers,,
United States,US,OFF-AP-10003278,Office Supplies,Appliances,13.97,1,3.6322,Belkin 7-Outlet SurgeMaster Home Series,,
United States,US,OFF-ST-10004180,Office Supplies,Storage,37.208,1,-7.4416,Safco Commercial Shelving,,
United States,US,TEC-AC-10004209,Technology,Accessories,10.99,1,4.2861,Memorex Froggy Flash Drive 4 GB,,
United States,US,FUR-CH-10002774,Furniture,Chairs,40.784,1,4.5882,"Global Deluxe Stacking Chair, Gray",,
United States,US,OFF-ST-10003221,Office Supplies,Storage,10.68,1,2.8836,Staples,,
United States,US,OFF-AR-10004587,Office Supplies,Art,19.83,1,5.949,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",,
United States,US,OFF-ST-10003324,Office Supplies,Storage,35.48,1,0,Belkin OmniView SE Rackmount Kit,,
United States,US,TEC-PH-10001870,Technology,Phones,36.738,1,-9.1845,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,,
United States,US,TEC-PH-10002923,Technology,Phones,36.99,1,9.9873,"Logitech B530 USB Headset - headset - Full size, Binaural",,
United States,US,TEC-AC-10002076,Technology,Accessories,47.904,1,-2.994,Microsoft Natural Keyboard Elite,,
United States,US,OFF-AR-10002067,Office Supplies,Art,15.872,1,1.1904,Newell 334,,
United States,US,OFF-AR-10002704,Office Supplies,Art,14.98,1,4.494,Boston 1900 Electric Pencil Sharpener,,
United States,US,OFF-EN-10004386,Office Supplies,Envelopes,23.99,1,11.995,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",,
United States,US,OFF-EN-10002504,Office Supplies,Envelopes,21.744,1,7.3386,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",,
United States,US,OFF-AP-10002765,Office Supplies,Appliances,26.49,1,7.4172,Fellowes Advanced Computer Series Surge Protectors,,
United States,US,TEC-AC-10001998,Technology,Accessories,19.99,1,6.7966,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,
United States,US,OFF-PA-10004156,Office Supplies,Paper,11.34,1,5.5566,Xerox 188,,
United States,US,TEC-PH-10003357,Technology,Phones,45.894,1,-9.1788,Grandstream GXP2100 Mainstream Business Phone,,
United States,US,OFF-PA-10001736,Office Supplies,Paper,35.44,1,16.6568,Xerox 1880,,
United States,US,OFF-ST-10002344,Office Supplies,Storage,64.784,1,-14.5764,"Carina 42""Hx23 3/4""W Media Storage Unit",,
United States,US,TEC-AC-10003399,Technology,Accessories,36.24,1,15.2208,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,,
United States,US,OFF-PA-10000241,Office Supplies,Paper,24.784,1,7.745,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",,
United States,US,OFF-BI-10004738,Office Supplies,Binders,18.94,1,9.47,Flexible Leather- Look Classic Collection Ring Binder,,
United States,US,OFF-ST-10001328,Office Supplies,Storage,15.51,1,4.3428,"Personal Filing Tote with Lid, Black/Gray",,
United States,US,TEC-AC-10000521,Technology,Accessories,11.54,1,3.462,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",,
United States,US,OFF-PA-10000357,Office Supplies,Paper,32.792,1,11.8871,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",,
United States,US,OFF-EN-10002504,Office Supplies,Envelopes,27.18,1,12.7746,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",,
United States,US,OFF-ST-10002301,Office Supplies,Storage,16.272,1,-3.8646,Tennsco Commercial Shelving,,
United States,US,TEC-AC-10000171,Technology,Accessories,18.392,1,5.2877,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",,
United States,US,OFF-PA-10000176,Office Supplies,Paper,18.97,1,9.1056,Xerox 1887,,
United States,US,TEC-AC-10001998,Technology,Accessories,19.99,1,6.7966,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,
United States,US,OFF-PA-10001243,Office Supplies,Paper,5.98,1,2.9302,Xerox 1983,,
United States,US,TEC-PH-10003171,Technology,Phones,35.96,1,3.596,Plantronics Encore H101 Dual Earpieces Headset,,
United States,US,FUR-FU-10001967,Furniture,Furnishings,15.992,1,0.9995,Telescoping Adjustable Floor Lamp,,
United States,US,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0.2198,Rogers Deluxe File Chest,,
United States,US,TEC-PH-10001536,Technology,Phones,16.99,1,4.4174,Spigen Samsung Galaxy S5 Case Wallet,,
United States,US,OFF-ST-10000060,Office Supplies,Storage,51.984,1,-5.1984,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,
United States,US,OFF-ST-10003722,Office Supplies,Storage,14.03,1,4.0687,Project Tote Personal File,,
United States,US,OFF-PA-10002479,Office Supplies,Paper,5.28,1,2.376,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,
United States,US,OFF-PA-10001804,Office Supplies,Paper,5.344,1,1.8704,Xerox 195,,
United States,US,OFF-AP-10002892,Office Supplies,Appliances,22.98,1,6.894,Belkin F5C206VTEL 6 Outlet Surge,,
United States,US,OFF-AR-10001044,Office Supplies,Art,25.99,1,7.5371,"BOSTON Ranger #55 Pencil Sharpener, Black",,
United States,US,TEC-PH-10004531,Technology,Phones,21.99,1,10.5552,OtterBox Commuter Series Case - iPhone 5 & 5s,,
United States,US,TEC-AC-10001998,Technology,Accessories,19.99,1,6.7966,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,
United States,US,OFF-PA-10002377,Office Supplies,Paper,39.152,1,14.682,Xerox 1916,,
United States,US,TEC-PH-10000702,Technology,Phones,7.992,1,2.6973,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",,
United States,US,OFF-ST-10001558,Office Supplies,Storage,16.24,1,2.436,Acco Perma 4000 Stacking Storage Drawers,,
United States,US,OFF-ST-10001321,Office Supplies,Storage,15.42,1,4.1634,"Decoflex Hanging Personal Folder File, Blue",,
United States,US,TEC-PH-10002496,Technology,Phones,124.792,1,15.599,Cisco SPA301,,
United States,US,OFF-ST-10001291,Office Supplies,Storage,16.91,1,4.5657,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",,
United States,US,OFF-ST-10004634,Office Supplies,Storage,11.21,1,3.363,"Personal Folder Holder, Ebony",,
United States,US,FUR-BO-10004409,Furniture,Bookcases,35.49,1,-15.6156,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",,
United States,US,TEC-AC-10003399,Technology,Accessories,36.24,1,15.2208,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,,
United States,US,OFF-ST-10001580,Office Supplies,Storage,14.98,1,4.1944,Super Decoflex Portable Personal File,,
United States,US,OFF-AR-10003727,Office Supplies,Art,16.99,1,4.9271,Berol Giant Pencil Sharpener,,
